group_id,click_count,impression_count,conversion_count,date
1055,0,1,0,2024-01-22
4920,0,1,0,2024-01-22
52708,0,1,0,2024-01-22
1061,0,3,0,2024-01-22
1062,1,2,0,2024-01-22
52708,0,1,0,2024-01-22
1094,0,1,0,2024-01-22
52740,0,2,0,2024-01-22
94861,0,1,0,2024-01-22
1094,0,7,0,2024-01-22
52758,0,1,0,2024-01-22
52740,3,142,0,2024-01-22
64597,0,1,0,2024-01-22
1061,0,2,0,2024-01-22
52708,0,1,0,2024-01-22
1101,0,2,0,2024-01-22
52740,0,3,0,2024-01-22
103311,0,1,0,2024-01-22
1055,1,2,0,2024-01-22
185559,0,1,0,2024-01-22
1059,0,1,0,2024-01-22
1094,0,3,0,2024-01-22
1101,0,9,0,2024-01-22
52740,0,80,0,2024-01-22
185546,0,1,0,2024-01-22
52708,1,7,0,2024-01-22
1061,0,2,0,2024-01-22
1094,0,1,0,2024-01-22
52740,0,1,0,2024-01-22
1062,1,6,0,2024-01-22
1061,0,5,0,2024-01-22
1094,0,8,0,2024-01-22
52708,1,5,0,2024-01-22
52740,0,26,0,2024-01-22
95921,0,1,0,2024-01-22
52753,2,29,0,2024-01-22
1094,1,18,0,2024-01-22
52708,0,23,0,2024-01-22
52740,2,53,0,2024-01-22
118103,0,2,0,2024-01-22
40092,0,3,0,2024-01-22
1062,0,6,0,2024-01-22
52708,0,1,0,2024-01-22
52740,0,2,0,2024-01-22
1101,0,1,0,2024-01-22
1094,0,5,0,2024-01-22
1055,0,2,0,2024-01-22
1062,1,2,0,2024-01-22
52708,4,31,0,2024-01-22
52740,0,15,0,2024-01-22
52758,0,5,0,2024-01-22
1061,0,2,0,2024-01-22
1094,0,1,0,2024-01-22
52740,0,2,0,2024-01-22
1062,0,1,0,2024-01-22
52708,0,1,0,2024-01-22
1059,0,2,0,2024-01-22
1094,0,1,0,2024-01-22
52740,0,1,0,2024-01-22
64368,0,1,0,2024-01-22
1094,0,3,0,2024-01-22
1055,0,1,0,2024-01-22
52708,0,1,0,2024-01-22
1094,0,4,0,2024-01-22
52753,4,32,0,2024-01-22
1062,0,1,0,2024-01-22
52708,0,1,0,2024-01-22
1059,0,2,0,2024-01-22
1094,0,3,0,2024-01-22
52725,0,1,0,2024-01-22
1094,0,6,0,2024-01-22
1059,0,2,0,2024-01-22
52708,0,4,0,2024-01-22
52740,0,9,0,2024-01-22
1062,0,1,0,2024-01-22
3169,0,4,0,2024-01-22
6331,0,3,0,2024-01-22
1059,0,3,0,2024-01-22
1094,0,2,0,2024-01-22
1101,2,12,0,2024-01-22
52740,0,1,0,2024-01-22
52708,0,1,0,2024-01-22
1094,0,2,0,2024-01-22
1061,0,8,0,2024-01-22
1101,1,5,0,2024-01-22
52740,0,2,0,2024-01-22
1055,0,2,0,2024-01-22
94926,0,2,0,2024-01-22
52708,0,1,0,2024-01-22
52740,7,269,0,2024-01-22
1094,0,8,0,2024-01-22
1094,0,18,0,2024-01-22
1061,13,46,0,2024-01-22
1062,2,14,0,2024-01-22
52708,1,24,0,2024-01-22
52758,0,4,0,2024-01-22
126513,0,1,0,2024-01-22
1086,0,10,0,2024-01-22
1101,0,4,0,2024-01-22
64349,0,1,0,2024-01-22
52753,3,39,0,2024-01-22
52740,2,99,0,2024-01-22
94867,0,3,0,2024-01-22
3215,0,2,0,2024-01-22
1055,1,10,0,2024-01-22
94861,0,2,0,2024-01-22
64301,2,227,0,2024-01-22
64336,0,8,0,2024-01-22
1062,0,1,0,2024-01-22
3202,0,1,0,2024-01-22
1061,0,1,0,2024-01-22
52740,0,1,0,2024-01-22
94900,0,1,0,2024-01-22
1094,0,2,0,2024-01-22
1062,0,1,0,2024-01-22
52708,5,37,0,2024-01-22
52740,0,1,0,2024-01-22
1055,0,1,0,2024-01-22
1101,0,9,0,2024-01-22
1094,0,2,0,2024-01-22
1094,0,31,0,2024-01-22
101191,0,38,0,2024-01-22
1061,12,189,2,2024-01-22
4223,0,2,0,2024-01-22
101224,0,8,0,2024-01-22
1062,5,82,0,2024-01-22
161302,0,2,0,2024-01-22
1095,1,23,1,2024-01-22
4224,0,1,0,2024-01-22
1055,2,21,1,2024-01-22
1112,0,4,0,2024-01-22
1061,1,1,0,2024-01-23
52740,0,4,0,2024-01-23
118115,0,1,0,2024-01-23
118115,1,4,0,2024-01-23
64336,0,2,0,2024-01-23
118087,1,2,0,2024-01-23
52758,0,1,0,2024-01-23
52708,9,88,0,2024-01-23
1094,0,1,0,2024-01-23
1059,0,1,0,2024-01-23
52725,7,17,0,2024-01-23
1061,0,8,0,2024-01-23
1059,0,2,0,2024-01-23
1112,0,1,0,2024-01-23
1061,0,3,0,2024-01-23
52708,0,2,0,2024-01-23
52740,14,236,0,2024-01-23
101191,29,49,0,2024-01-23
143355,0,2,0,2024-01-23
1061,0,2,0,2024-01-23
52740,0,5,0,2024-01-23
126488,0,1,0,2024-01-23
118101,0,2,0,2024-01-23
94861,0,2,0,2024-01-23
144439,0,1,0,2024-01-23
144405,0,1,0,2024-01-23
118051,0,7,0,2024-01-23
1061,0,1,0,2024-01-23
126501,0,2,0,2024-01-23
52740,0,1,0,2024-01-23
126521,0,1,0,2024-01-23
101247,0,2,0,2024-01-23
101216,0,1,0,2024-01-23
52725,13,53,0,2024-01-23
119143,2,6,0,2024-01-23
52753,5,23,0,2024-01-23
52740,0,10,0,2024-01-23
118942,0,1,0,2024-01-23
52753,1,78,0,2024-01-23
52740,48,430,0,2024-01-23
52740,2,30,0,2024-01-23
94900,0,1,0,2024-01-23
1061,0,1,0,2024-01-23
52758,0,6,0,2024-01-23
52740,0,16,0,2024-01-23
1061,0,1,0,2024-01-23
145493,1,2,0,2024-01-23
166749,0,3,0,2024-01-23
52725,7,60,0,2024-01-23
1125,0,1,0,2024-01-23
52740,0,7,0,2024-01-23
52725,33,194,0,2024-01-23
94861,0,1,0,2024-01-23
4248,0,1,0,2024-01-23
118051,12,113,0,2024-01-23
1062,0,2,0,2024-01-23
1106,2,7,0,2024-01-23
52753,0,3,0,2024-01-23
144473,0,1,0,2024-01-23
64336,1,2,0,2024-01-23
4224,0,1,0,2024-01-23
126501,1,1,0,2024-01-23
1061,0,16,0,2024-01-23
52740,0,10,0,2024-01-23
52708,1,47,0,2024-01-23
2140,0,1,0,2024-01-23
52758,5,60,0,2024-01-23
126547,0,1,0,2024-01-23
1112,0,2,0,2024-01-23
52740,0,11,0,2024-01-23
126521,0,1,0,2024-01-23
64301,1,28,0,2024-01-23
52708,0,2,0,2024-01-23
52740,0,3,0,2024-01-23
52708,4,46,0,2024-01-23
52708,0,7,0,2024-01-23
52753,0,14,0,2024-01-23
1061,0,8,0,2024-01-23
52740,11,114,0,2024-01-23
1059,0,1,0,2024-01-23
1112,14,60,0,2024-01-23
119143,0,1,0,2024-01-23
57995,1,2,0,2024-01-23
126488,0,1,0,2024-01-23
101216,0,3,0,2024-01-23
118115,0,2,0,2024-01-23
118114,0,4,0,2024-01-23
2115,0,1,0,2024-01-23
1061,0,4,0,2024-01-23
52740,0,1,0,2024-01-23
1112,3,64,0,2024-01-23
126488,0,1,0,2024-01-23
101226,0,2,0,2024-01-23
1055,0,1,0,2024-01-23
1062,0,2,0,2024-01-23
52758,3,48,0,2024-01-23
1061,0,8,0,2024-01-23
52740,1,45,0,2024-01-23
1101,2,3,0,2024-01-23
52753,0,1,0,2024-01-23
1094,0,1,0,2024-01-23
101216,0,1,0,2024-01-23
145672,0,1,0,2024-01-23
1062,0,1,0,2024-01-23
1061,11,121,0,2024-01-23
52708,4,101,0,2024-01-23
52740,0,2,0,2024-01-23
101216,1,4,0,2024-01-23
101225,0,3,0,2024-01-23
126555,0,1,0,2024-01-23
1062,0,1,0,2024-01-23
52753,0,8,0,2024-01-23
1061,0,5,0,2024-01-23
52740,0,35,0,2024-01-23
101224,0,1,0,2024-01-23
119143,0,5,0,2024-01-23
1055,0,1,0,2024-01-23
118115,0,5,0,2024-01-23
52758,0,12,0,2024-01-23
52753,0,9,0,2024-01-23
118102,0,3,0,2024-01-23
94861,0,1,0,2024-01-23
119143,0,4,0,2024-01-23
101224,1,15,0,2024-01-23
118115,0,1,0,2024-01-23
1061,0,36,0,2024-01-23
4223,0,2,0,2024-01-23
52758,0,13,0,2024-01-23
1059,0,1,0,2024-01-23
126521,0,1,0,2024-01-23
1055,0,1,0,2024-01-23
52708,0,16,0,2024-01-23
1061,0,3,0,2024-01-23
1094,0,1,0,2024-01-23
52740,0,2,0,2024-01-23
52758,0,1,0,2024-01-23
118858,0,2,0,2024-01-23
52708,0,2,0,2024-01-23
126501,0,1,0,2024-01-23
1061,0,20,0,2024-01-23
126521,0,1,0,2024-01-23
1055,0,1,0,2024-01-23
101225,0,4,0,2024-01-23
52725,31,113,0,2024-01-23
118115,0,1,0,2024-01-23
185546,0,1,0,2024-01-23
118087,1,3,0,2024-01-23
52740,9,261,0,2024-01-23
145519,0,3,0,2024-01-23
181335,0,6,0,2024-01-23
118115,0,1,0,2024-01-23
1059,0,3,0,2024-01-23
94861,0,1,0,2024-01-23
118087,0,1,0,2024-01-23
185546,0,2,0,2024-01-23
64336,1,3,0,2024-01-23
145473,0,17,0,2024-01-23
1061,0,1,0,2024-01-23
52708,0,1,0,2024-01-23
103355,0,1,0,2024-01-23
119143,0,1,0,2024-01-23
52758,0,1,0,2024-01-23
103299,77,87,0,2024-01-23
126501,0,2,0,2024-01-23
1061,0,24,0,2024-01-23
1062,0,1,0,2024-01-23
52708,0,7,0,2024-01-23
52740,0,30,0,2024-01-23
52753,0,14,0,2024-01-23
1101,0,1,0,2024-01-23
126488,0,1,0,2024-01-23
119143,0,2,0,2024-01-23
118819,1,3,0,2024-01-23
126501,0,3,0,2024-01-23
1062,0,1,0,2024-01-23
52708,0,2,0,2024-01-23
1061,0,18,0,2024-01-23
52740,30,186,0,2024-01-23
101224,0,3,0,2024-01-23
126547,0,1,0,2024-01-23
119143,0,3,0,2024-01-23
1055,0,3,0,2024-01-23
101225,0,13,0,2024-01-23
52725,34,110,0,2024-01-23
185546,0,2,0,2024-01-23
52708,11,35,0,2024-01-23
1062,0,2,0,2024-01-23
1061,0,17,0,2024-01-23
52758,0,6,0,2024-01-23
1094,0,1,0,2024-01-23
52740,17,227,0,2024-01-23
126488,0,3,0,2024-01-23
119143,0,6,0,2024-01-23
101216,0,1,0,2024-01-23
126555,0,1,0,2024-01-23
1059,0,1,0,2024-01-23
145519,0,5,0,2024-01-23
1062,2,8,0,2024-01-23
1061,5,19,0,2024-01-23
126488,0,2,0,2024-01-23
119143,0,1,0,2024-01-23
101216,6,34,0,2024-01-23
101225,0,3,0,2024-01-23
1062,0,4,0,2024-01-23
1061,12,53,0,2024-01-23
52708,2,100,0,2024-01-23
4221,0,7,0,2024-01-23
52740,0,32,0,2024-01-23
101224,0,1,0,2024-01-23
101226,0,1,0,2024-01-23
1059,0,1,0,2024-01-23
181514,1,2,0,2024-01-23
1062,0,1,0,2024-01-23
1061,0,14,0,2024-01-23
1059,0,3,0,2024-01-23
52753,0,11,0,2024-01-23
1094,0,1,0,2024-01-23
1062,1,3,0,2024-01-23
1061,0,15,0,2024-01-23
1059,2,5,0,2024-01-23
52740,0,1,0,2024-01-23
126488,0,1,0,2024-01-23
1055,0,1,0,2024-01-23
101216,0,3,0,2024-01-23
94861,0,1,0,2024-01-23
1061,0,4,0,2024-01-23
126501,0,2,0,2024-01-23
52708,0,2,0,2024-01-23
52753,0,1,0,2024-01-23
52740,17,170,0,2024-01-23
1101,2,18,0,2024-01-23
126555,0,1,0,2024-01-23
1055,0,1,0,2024-01-23
118115,0,1,0,2024-01-23
1061,0,6,0,2024-01-23
1059,0,1,0,2024-01-23
1101,1,10,0,2024-01-23
144473,0,1,0,2024-01-23
1062,1,3,0,2024-01-23
145463,2,10,0,2024-01-23
52758,0,4,0,2024-01-23
1061,0,5,0,2024-01-23
117048,1,2,0,2024-01-23
52740,0,40,0,2024-01-23
101216,4,5,0,2024-01-23
101225,0,3,0,2024-01-23
118102,1,15,0,2024-01-23
1061,1,34,0,2024-01-23
1094,0,2,0,2024-01-23
1059,0,2,0,2024-01-23
52740,0,2,0,2024-01-23
101216,0,1,0,2024-01-23
94861,0,2,0,2024-01-23
64597,4,13,0,2024-01-23
1061,0,7,0,2024-01-23
1094,0,1,0,2024-01-23
1101,0,1,0,2024-01-23
52740,0,10,0,2024-01-23
126521,0,1,0,2024-01-23
1061,0,11,0,2024-01-23
126501,0,1,0,2024-01-23
1101,0,1,0,2024-01-23
52740,4,100,0,2024-01-23
101216,10,41,0,2024-01-23
185546,0,1,0,2024-01-23
52708,0,3,0,2024-01-23
1062,0,2,0,2024-01-23
1061,0,20,0,2024-01-23
52753,0,2,0,2024-01-23
118089,0,3,0,2024-01-23
119143,0,1,0,2024-01-23
101224,0,1,0,2024-01-23
126555,0,1,0,2024-01-23
1055,0,5,0,2024-01-23
1059,0,3,0,2024-01-23
118115,0,3,0,2024-01-23
1062,9,66,0,2024-01-23
1061,1,33,0,2024-01-23
144430,0,4,0,2024-01-23
52753,0,11,0,2024-01-23
126501,0,2,0,2024-01-23
1059,0,3,0,2024-01-23
1094,0,6,0,2024-01-23
52708,0,14,0,2024-01-23
52740,21,531,0,2024-01-23
101224,0,1,0,2024-01-23
119143,1,19,0,2024-01-23
126488,0,1,0,2024-01-23
101226,0,1,0,2024-01-23
303607,0,2,0,2024-01-23
126501,1,3,0,2024-01-23
1061,0,9,0,2024-01-23
52753,0,32,0,2024-01-23
1094,0,1,0,2024-01-23
1062,0,4,0,2024-01-23
52708,12,68,0,2024-01-23
52740,1,43,0,2024-01-23
64368,1,7,0,2024-01-23
118103,0,3,0,2024-01-23
40092,0,2,0,2024-01-23
118115,0,8,0,2024-01-23
118087,0,2,0,2024-01-23
1062,0,4,0,2024-01-23
1212,1,2,0,2024-01-23
1061,0,9,0,2024-01-23
126501,0,2,0,2024-01-23
52753,0,5,0,2024-01-23
52708,0,4,0,2024-01-23
52740,2,29,0,2024-01-23
1101,0,2,0,2024-01-23
126547,0,1,0,2024-01-23
119143,0,1,0,2024-01-23
1094,0,3,0,2024-01-23
126488,0,1,0,2024-01-23
94861,0,1,0,2024-01-23
52708,2,82,0,2024-01-23
1059,0,1,0,2024-01-23
1061,11,22,0,2024-01-23
52753,0,1,0,2024-01-23
52740,21,236,0,2024-01-23
1101,0,4,0,2024-01-23
101224,0,1,0,2024-01-23
119143,0,1,0,2024-01-23
52753,0,4,0,2024-01-23
52758,0,28,0,2024-01-23
1061,12,39,0,2024-01-23
1059,0,1,0,2024-01-23
1094,0,1,0,2024-01-23
126547,0,1,0,2024-01-23
52740,0,27,0,2024-01-23
1062,0,3,0,2024-01-23
118115,0,2,0,2024-01-23
186281,6,38,0,2024-01-23
118103,0,2,0,2024-01-23
1062,0,1,0,2024-01-23
1061,0,13,0,2024-01-23
52753,0,1,0,2024-01-23
52740,0,2,0,2024-01-23
1055,0,2,0,2024-01-23
126487,0,1,0,2024-01-23
1062,0,7,0,2024-01-23
64368,0,6,0,2024-01-23
1061,0,21,0,2024-01-23
52708,0,1,0,2024-01-23
1094,1,4,0,2024-01-23
1059,0,1,0,2024-01-23
52725,1,15,0,2024-01-23
52753,0,17,0,2024-01-23
1059,0,1,0,2024-01-23
1062,0,4,0,2024-01-23
126501,0,1,0,2024-01-23
1061,0,4,0,2024-01-23
126547,0,2,0,2024-01-23
1059,0,1,0,2024-01-23
52740,0,1,0,2024-01-23
1094,1,3,0,2024-01-23
126488,0,2,0,2024-01-23
119143,0,1,0,2024-01-23
1055,0,1,0,2024-01-23
145459,28,199,0,2024-01-23
1061,0,17,0,2024-01-23
126501,0,1,0,2024-01-23
1094,0,1,0,2024-01-23
52740,0,1,0,2024-01-23
52753,0,5,0,2024-01-23
119143,0,1,0,2024-01-23
118060,0,1,0,2024-01-23
118087,2,8,0,2024-01-23
94861,0,1,0,2024-01-23
118115,0,2,0,2024-01-23
52725,36,100,0,2024-01-23
1062,0,5,0,2024-01-23
1094,0,2,0,2024-01-23
1059,1,3,0,2024-01-23
52708,0,3,0,2024-01-23
52740,23,259,0,2024-01-23
1055,0,4,0,2024-01-23
126555,1,1,0,2024-01-23
126501,1,5,0,2024-01-23
52753,0,2,0,2024-01-23
1062,0,1,0,2024-01-23
1059,0,1,0,2024-01-23
1061,18,185,0,2024-01-23
1101,0,9,0,2024-01-23
101216,0,3,0,2024-01-23
185546,0,1,0,2024-01-23
118115,0,1,0,2024-01-23
1062,0,1,0,2024-01-23
3169,0,2,0,2024-01-23
166551,5,24,0,2024-01-23
1059,0,1,0,2024-01-23
1094,0,1,0,2024-01-23
1061,0,8,0,2024-01-23
1101,0,12,0,2024-01-23
52740,3,37,0,2024-01-23
126547,0,1,0,2024-01-23
119143,0,3,0,2024-01-23
118115,0,2,0,2024-01-23
52708,0,1,0,2024-01-23
52753,0,17,0,2024-01-23
1061,0,16,0,2024-01-23
52758,0,2,0,2024-01-23
52740,19,403,0,2024-01-23
126547,0,1,0,2024-01-23
1094,0,2,0,2024-01-23
126521,0,3,0,2024-01-23
101226,0,1,0,2024-01-23
1094,0,4,0,2024-01-23
101224,0,3,0,2024-01-23
1061,0,57,0,2024-01-23
1062,2,7,0,2024-01-23
101216,21,64,0,2024-01-23
52708,1,17,0,2024-01-23
52758,4,31,0,2024-01-23
144419,0,18,0,2024-01-23
126501,5,33,0,2024-01-23
1086,3,21,0,2024-01-23
119143,1,40,1,2024-01-23
181346,1,12,0,2024-01-23
52753,4,96,1,2024-01-23
52740,22,383,1,2024-01-23
101225,0,18,0,2024-01-23
126521,0,2,0,2024-01-23
1112,53,84,0,2024-01-23
101191,305,321,0,2024-01-23
126488,0,1,0,2024-01-23
1055,0,10,0,2024-01-23
1059,0,1,0,2024-01-23
1096,1,2,0,2024-01-23
185546,0,1,0,2024-01-23
52725,15,68,0,2024-01-23
64301,15,321,1,2024-01-23
181310,1,1,0,2024-01-23
118087,1,6,0,2024-01-23
64336,1,11,1,2024-01-23
1094,1,20,0,2024-01-23
101191,0,6,0,2024-01-23
1061,13,273,2,2024-01-23
4223,2,9,0,2024-01-23
101224,0,1,0,2024-01-23
1062,12,93,0,2024-01-23
101225,0,3,0,2024-01-23
161302,1,5,0,2024-01-23
103299,260,275,0,2024-01-23
1095,0,5,0,2024-01-23
1055,0,10,0,2024-01-23
2166,0,4,0,2024-01-23
1112,0,1,0,2024-01-23
1062,0,1,0,2024-01-23
126501,0,1,0,2024-01-23
52758,0,1,0,2024-01-23
52740,0,5,0,2024-01-23
144473,0,1,0,2024-01-23
52740,0,1,0,2024-01-24
52753,0,1,0,2024-01-24
64336,1,1,0,2024-01-24
52758,0,1,0,2024-01-24
52708,5,65,0,2024-01-24
52740,0,1,0,2024-01-24
52725,0,7,0,2024-01-24
1061,0,2,0,2024-01-24
1112,6,8,0,2024-01-24
40076,1,1,0,2024-01-24
52740,18,119,0,2024-01-24
143355,0,1,0,2024-01-24
118101,0,2,0,2024-01-24
52708,0,1,0,2024-01-24
52725,0,2,0,2024-01-24
118051,0,1,0,2024-01-24
52725,8,31,0,2024-01-24
52753,2,11,0,2024-01-24
52740,1,12,0,2024-01-24
95985,0,1,0,2024-01-24
52740,16,235,0,2024-01-24
52758,3,21,0,2024-01-24
52740,25,263,0,2024-01-24
52753,0,1,0,2024-01-24
52725,5,73,0,2024-01-24
1062,0,1,0,2024-01-24
52740,0,1,0,2024-01-24
52725,3,32,0,2024-01-24
64336,0,1,0,2024-01-24
52740,0,5,0,2024-01-24
52708,31,159,0,2024-01-24
52758,2,53,0,2024-01-24
126547,2,44,0,2024-01-24
1112,17,18,0,2024-01-24
52740,0,8,0,2024-01-24
1094,0,1,0,2024-01-24
64301,0,4,0,2024-01-24
52708,0,1,0,2024-01-24
52708,0,1,0,2024-01-24
52740,0,2,0,2024-01-24
52708,4,99,0,2024-01-24
52708,0,10,0,2024-01-24
52753,3,105,0,2024-01-24
1061,0,6,0,2024-01-24
1094,0,6,0,2024-01-24
52740,18,79,0,2024-01-24
1059,0,1,0,2024-01-24
1112,21,47,0,2024-01-24
101224,0,3,0,2024-01-24
126488,0,1,0,2024-01-24
101216,0,2,0,2024-01-24
118115,0,2,0,2024-01-24
118114,0,8,0,2024-01-24
2115,1,49,0,2024-01-24
1061,0,2,0,2024-01-24
52753,0,38,0,2024-01-24
101208,0,12,0,2024-01-24
101224,0,3,0,2024-01-24
126547,0,1,0,2024-01-24
1112,52,103,0,2024-01-24
126488,0,2,0,2024-01-24
1062,0,1,0,2024-01-24
52758,1,58,0,2024-01-24
1061,41,98,0,2024-01-24
52740,9,92,0,2024-01-24
52708,2,58,0,2024-01-24
52753,1,36,0,2024-01-24
126547,0,2,0,2024-01-24
94900,0,2,0,2024-01-24
101216,0,4,0,2024-01-24
1062,0,1,0,2024-01-24
1061,50,121,0,2024-01-24
52708,10,222,0,2024-01-24
1059,1,8,0,2024-01-24
52740,0,1,0,2024-01-24
101224,0,1,0,2024-01-24
126521,0,4,0,2024-01-24
101216,0,5,0,2024-01-24
101225,8,96,0,2024-01-24
1094,0,3,0,2024-01-24
52753,2,30,0,2024-01-24
145527,0,5,0,2024-01-24
1061,0,6,0,2024-01-24
52740,2,26,0,2024-01-24
101224,11,244,0,2024-01-24
119143,0,2,0,2024-01-24
118115,0,2,0,2024-01-24
1061,0,138,0,2024-01-24
4223,0,1,0,2024-01-24
52758,6,63,0,2024-01-24
52753,0,4,0,2024-01-24
52708,2,22,0,2024-01-24
1059,0,2,0,2024-01-24
52740,0,1,0,2024-01-24
126521,0,13,0,2024-01-24
52758,1,25,0,2024-01-24
52753,3,34,0,2024-01-24
118102,0,13,0,2024-01-24
94900,0,1,0,2024-01-24
101224,0,10,0,2024-01-24
52708,2,82,0,2024-01-24
1061,43,73,0,2024-01-24
1094,0,3,0,2024-01-24
52740,0,4,0,2024-01-24
1062,1,2,0,2024-01-24
52758,0,3,0,2024-01-24
118858,0,1,0,2024-01-24
1061,30,138,0,2024-01-24
4256,0,2,0,2024-01-24
101224,0,1,0,2024-01-24
126547,0,1,0,2024-01-24
126521,0,3,0,2024-01-24
101226,2,3,0,2024-01-24
101225,4,25,0,2024-01-24
52725,1,8,0,2024-01-24
118115,0,1,0,2024-01-24
185546,0,10,0,2024-01-24
118087,1,11,0,2024-01-24
1062,0,1,0,2024-01-24
52740,7,86,0,2024-01-24
101216,0,4,0,2024-01-24
145519,4,15,0,2024-01-24
181335,0,5,0,2024-01-24
118115,0,1,0,2024-01-24
185546,0,5,0,2024-01-24
64336,1,5,0,2024-01-24
145527,0,3,0,2024-01-24
52708,0,1,0,2024-01-24
103355,0,2,0,2024-01-24
103299,1,27,0,2024-01-24
1061,0,33,0,2024-01-24
100170,1,11,0,2024-01-24
52708,0,1,0,2024-01-24
52740,0,16,0,2024-01-24
101224,0,7,0,2024-01-24
52753,1,42,0,2024-01-24
1094,0,1,0,2024-01-24
94900,0,1,0,2024-01-24
119143,0,2,0,2024-01-24
118115,1,23,0,2024-01-24
52708,15,268,0,2024-01-24
1061,20,81,0,2024-01-24
52758,2,42,0,2024-01-24
1094,0,2,0,2024-01-24
52740,5,108,0,2024-01-24
52753,0,2,0,2024-01-24
94900,0,7,0,2024-01-24
126488,0,8,0,2024-01-24
126555,0,1,0,2024-01-24
118819,0,10,0,2024-01-24
1062,0,1,0,2024-01-24
52708,0,3,0,2024-01-24
1061,32,190,1,2024-01-24
1094,0,3,0,2024-01-24
52740,2,20,0,2024-01-24
101224,12,430,0,2024-01-24
126547,3,37,0,2024-01-24
119143,0,9,0,2024-01-24
94900,0,3,0,2024-01-24
101216,5,35,0,2024-01-24
101226,0,1,0,2024-01-24
101225,19,131,0,2024-01-24
52725,2,39,0,2024-01-24
185546,0,9,0,2024-01-24
145519,11,61,0,2024-01-24
1062,0,19,0,2024-01-24
1061,20,232,0,2024-01-24
1094,0,1,0,2024-01-24
94900,0,1,0,2024-01-24
126488,0,3,0,2024-01-24
